name,raw_name,producer,producer_confidence,year,region,price,original_price,type,castas,alcohol_content,description,url,image_url,store_sku,not_available,garrafeira_source,scraped_at
FLOR DO TUA TINTO,Flor do Tua Tinto,COSTA BOAL,100,2024,DOURO,4.28,,TINTO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/flor-do-tua-tinto/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",FLORTUAT,False,Cave Lusa,2025-10-13T19:33:12.345428
QUINTA DOS CARVALHAIS ALFROCHEIRO TINTO,Quinta dos Carvalhais Alfrocheiro 1996 Tinto,QUINTA DOS CARVALHAIS,100,1996,DÃO,31.79,,TINTO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/quinta-dos-carvalhais-alfrocheiro-1996-tinto/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",,False,Cave Lusa,2025-10-13T19:33:18.888772
TIAGO CABAÇO COM PREMIUM TINTO,Tiago Cabaço .com Premium Tinto,TIAGO CABAÇO WINERY,100,2024,ALENTEJO,4.95,,TINTO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/tiago-cabaco-com-premium-tinto/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",1012255,False,Cave Lusa,2025-10-13T19:33:26.132909
FILIPA PATO DINAMICA TINTO,Filipa Pato Dinamica Tinto,FILIPA PATO,100,2024,BAIRRADA,11.41,,TINTO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/filipa-pato-dinamica-tinto/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",04121,False,Cave Lusa,2025-10-13T19:33:31.262123
COVELA RESERVA TINTO,Covela Reserva Tinto,QUINTA DE COVELA,100,2013,VINHOS VERDES,25.63,,TINTO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/covela-reserva-tinto/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",5600734431320,False,Cave Lusa,2025-10-13T19:33:36.192924
QUINTA DOS TERMOS ESCOLHA TINTO,Quinta dos Termos Escolha Tinto,QUINTA DOS TERMOS,100,2008,BEIRA INTERIOR,10.00,,TINTO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/quinta-dos-termos-escolha-tinto/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",QTERMOS13,False,Cave Lusa,2025-10-13T19:33:43.354070
HERDADE DO PORTOCARRO PARTAGE TOURIGA FRANCA MAGNUM TINTO,Herdade do Portocarro Partage Touriga Franca Magnum Tinto,HERDADE DO PORTOCARRO,100,2008,SETÚBAL,74.13,,TINTO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/herdade-do-portocarro-partage-touriga-franca-magnum-tinto/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",,False,Cave Lusa,2025-10-13T19:33:47.904746
CASAL DE SANTA MARIA COLARES RAMISCO TINTO,Casal de Santa Maria Colares Ramisco Tinto,CASAL SANTA MARIA,100,2007,LISBOA,34.52,,TINTO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/casal-de-santa-maria-colares-ramisco-tinto/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",,False,Cave Lusa,2025-10-13T19:33:52.766969
QUINTAS DAS CORRIÇAS DOC TINTO,Quintas das Corriças DOC Tinto,QUINTA DAS CORRIÇAS,100,2012,TRÁS-OS-MONTES,4.49,,TINTO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/quintas-das-corricas-doc-tinto/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",0708867,False,Cave Lusa,2025-10-13T19:33:57.606865
QUINTA SÃO JOÃO BATISTA TOURIGA NACIONAL SPECIAL SELECTION TINTO,QUINTA SÃO JOÃO BATISTA Touriga Nacional Special Selection Tinto,QUINTA SÃO JOÃO BATISTA,100,2007,TEJO,22.42,,TINTO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/quinta-sao-joao-batista-touriga-nacional-special-selection-tinto/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",,False,Cave Lusa,2025-10-13T19:34:04.964804
ISABELLA A PROIBIDA BY ANTÓNIO MAÇANITA TINTO,Isabella a Proibida by António Maçanita Tinto,AZORES WINE COMPANY,100,2018,AÇORES,14.34,,TINTO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/isabella-a-proibida-by-antonio-macanita-tinto/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",,False,Cave Lusa,2025-10-13T19:34:11.326003
JOÃO CLARA HOMENAGEM TINTO,João Clara Homenagem Tinto,JOÃO CLARA - ESSENTIAL PASSION,100,2009,ALGARVE,35.09,,TINTO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/joao-clara-homenagem-tinto/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",5602641067555,False,Cave Lusa,2025-10-13T19:34:18.799857
ILHA TINTA NEGRA TINTO,Ilha Tinta Negra Tinto,DIANA SILVA WINES,100,2018,MADEIRA,18.90,,TINTO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/ilha-tinta-negra-tinto/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",,False,Cave Lusa,2025-10-13T19:34:26.699798
BUÇACO MAGNUM TINTO,Buçaco Magnum Tinto,BUÇACO VINHOS,100,2015,BAIRRADA,141.87,,TINTO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/bucaco-magnum-tinto/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",,False,Cave Lusa,2025-10-13T19:34:31.329133
MURGANHEIRA RESERVA TINTO,Murganheira Reserva Tinto,MURGANHEIRA,100,2019,TÁVORA-VAROSA,17.97,,TINTO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/murganheira-reserva-tinto/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",06.235,False,Cave Lusa,2025-10-13T19:34:37.371549
MURGANHEIRA MIGNON PINOT NOIR TINTO,Murganheira Mignon Pinot Noir Tinto,MURGANHEIRA,100,2019,TÁVORA-VAROSA,56.51,,TINTO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/murganheira-mignon-pinot-noir-tinto/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",,False,Cave Lusa,2025-10-13T19:34:37.371834
QUINTA DE FOZ DE AROUCE VINHAS VELHAS MAGNUM TINTO,Quinta de Foz de Arouce Vinhas Velhas Magnum Tinto,JOÃO PORTUGAL RAMOS,100,2015,BEIRA INTERIOR,101.53,,TINTO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/quinta-de-foz-de-arouce-vinhas-velhas-magnum-tinto/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",,False,Cave Lusa,2025-10-13T19:34:40.738298
MAÇANITA BRANCO,Maçanita Branco,MAÇANITA VINHOS,100,2024,DOURO,10.95,,BRANCO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/macanita-branco/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",MAÇANITAB,False,Cave Lusa,2025-10-13T19:34:47.667288
COSTA BOAL MOSCATEL GALEGO BRANCO,Costa Boal Moscatel Galego Branco,COSTA BOAL,100,2024,DOURO,10.49,,BRANCO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/costa-boal-moscatel-galego-branco/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",DCOSBMG,False,Cave Lusa,2025-10-13T19:34:47.668961
PACHECA SAUVIGNON BLANC BRANCO,Pacheca Sauvignon Blanc Branco,QUINTA DA PACHECA,100,2024,DOURO,7.79,,BRANCO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/pacheca-sauvignon-blanc-branco/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",PSB,False,Cave Lusa,2025-10-13T19:34:47.669153
FLOR DO TUA RESERVA BRANCO,Flor do Tua Reserva Branco,COSTA BOAL,100,2024,DOURO,4.15,,BRANCO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/flor-do-tua-reserva-branco/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",FLORTUARB2017,False,Cave Lusa,2025-10-13T19:34:47.669308
TRÊS BAGOS RESERVA BRANCO,Três Bagos Reserva Branco,LAVRADORES DE FEITORIA,100,2024,DOURO,8.66,,BRANCO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/tres-bagos-reserva-branco/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",BAGRB,False,Cave Lusa,2025-10-13T19:34:47.669442
CARM RESERVA BRANCO,Carm Reserva Branco,CASA AGRÍCOLA ROBOREDO MADEIRA,100,2024,DOURO,13.89,,BRANCO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/carm-reserva-branco/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",5606710535006,False,Cave Lusa,2025-10-13T19:34:47.669592
QUINTA DO VALLADO DOC BRANCO,Quinta do Vallado DOC Branco,QUINTA DO VALLADO,100,2024,DOURO,8.89,,BRANCO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/quinta-do-vallado-doc-branco/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",5604823001456,False,Cave Lusa,2025-10-13T19:34:47.669722
CRASTO SUPERIOR BRANCO,Crasto Superior Branco,QUINTA DO CRASTO,100,2024,DOURO,14.40,,BRANCO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/crasto-superior-branco/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",5604123006342,False,Cave Lusa,2025-10-13T19:34:47.669845
CRASTO DOC BRANCO,Crasto DOC Branco,QUINTA DO CRASTO,100,2024,DOURO,10.28,,BRANCO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/crasto-doc-branco/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",5604123003242,False,Cave Lusa,2025-10-13T19:34:47.669984
TRÊS BAGOS SAUVIGNON BLANC BRANCO,Três Bagos Sauvignon Blanc Branco,LAVRADORES DE FEITORIA,100,2024,DOURO,10.87,,BRANCO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/tres-bagos-sauvignon-blanc-branco/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",5604086206025,False,Cave Lusa,2025-10-13T19:34:47.670107
NIEPOORT REDOMA BRANCO,Niepoort Redoma Branco,NIEPOORT,100,2024,DOURO,18.53,,BRANCO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/niepoort-redoma-branco/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",5602840055254,False,Cave Lusa,2025-10-13T19:34:47.670247
TONS DE DUORUM BRANCO,Tons de Duorum Branco,JOÃO PORTUGAL RAMOS,100,2024,DOURO,4.69,,BRANCO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/tons-de-duorum-branco/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",5600224301423,False,Cave Lusa,2025-10-13T19:34:47.670369
LAVRADORES DE FEITORIA BRANCO,Lavradores de Feitoria Branco,LAVRADORES DE FEITORIA,100,2024,DOURO,5.11,,BRANCO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/lavradores-de-feitoria-branco/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",3300000000143,False,Cave Lusa,2025-10-13T19:34:47.670510
100HECTARES CÓDEGA DO LARINHO BRANCO,100Hectares Códega do Larinho Branco,100HECTARES,100,2024,DOURO,8.60,,BRANCO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/100hectares-codega-do-larinho-branco/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",132,False,Cave Lusa,2025-10-13T19:34:47.670642
100HECTARES COLHEITA BRANCO,100Hectares Colheita Branco,100HECTARES,100,2024,DOURO,6.99,,BRANCO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/100hectares-colheita-branco/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",131,False,Cave Lusa,2025-10-13T19:34:47.670772
LACRAU SAUVIGNON BLANC BRANCO,Lacrau Sauvignon Blanc Branco,SECRET SPOT WINES,100,2024,DOURO,6.79,,BRANCO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/lacrau-sauvignon-blanc-branco/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",02704,False,Cave Lusa,2025-10-13T19:34:47.670911
MANOELLA BRANCO,Manoella Branco,WINE & SOUL,100,2024,DOURO,13.72,,BRANCO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/manoella-branco/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",02331010,False,Cave Lusa,2025-10-13T19:34:47.671160
GRANDJÓ LATE HARVEST BRANCO,Grandjó Late Harvest Branco,REAL COMPANHIA VELHA,100,2007,DOURO,64.18,,BRANCO,,,,https://www.cavelusa.pt/loja/vinho/colheitas-tardias/grandjo-late-harvest-branco/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",,False,Cave Lusa,2025-10-13T19:34:54.067210
QUINTA DA REDE DA FAMÍLIA RESERVA BRANCO,Quinta da Rede Reserva da Família Branco,QUINTA DA REDE,100,2012,DOURO,78.99,,BRANCO,,,,https://www.cavelusa.pt/loja/vinho/portugueses/quinta-da-rede-reserva-da-familia-branco/,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI2MDAiIGhlaWdodD0iNjAwIiB2aWV3Qm94PSIwIDAgNjAwIDYwMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",,False,Cave Lusa,2025-10-13T19:35:00.747080
