name,raw_name,producer,producer_confidence,year,region,price,original_price,type,castas,alcohol_content,description,url,image_url,store_sku,not_available,garrafeira_source,scraped_at
SEIS SOCALCOS ARINTO BRANCO, 2023 Seis Socalcos Arinto branco,SOCIEDADE AGRÍCOLA QUINTA DA LAMEIRA,100,2023,VINHO VERDE,"8,5",,BRANCO,,"12,5",,https://www.garrafeiranacional.com/vinho/2023-seis-socalcos-arinto-branco.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/6/0/6080923-0.jpg,6080923,False,Garrafeira Nacional,2025-10-13T11:58:47.775354
MURGANHEIRA BRUTO RESERVA ESPUMANTE, 2020 Espumante Murganheira Reserva Bruto rosé,CAVES MURGANHEIRA,100,2020,TÁVORA-VAROSA,"16,95",,ESPUMANTE,,14,,https://www.garrafeiranacional.com/vinho/2020-espumante-murganheira-reserva-bruto-rose.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/9/1/9100755-0.jpg,9100755,False,Garrafeira Nacional,2025-10-13T11:58:47.775556
QUINTA DA LAPA RESERVA TINTO, 2019 Quinta da Lapa Reserva tinto,QUINTA DA LAPA,100,2019,TEJO,"16,65",,TINTO,,"14,5",,https://www.garrafeiranacional.com/vinho/2019-quinta-da-lapa-reserva-tinto.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/6/0/6031065-0.jpg,6031065,False,Garrafeira Nacional,2025-10-13T11:58:47.775734
QUINTA DO CARMO RESERVA TINTO, 2017 Quinta do Carmo Reserva tinto,BACALHÔA,100,2017,ALENTEJO,"41,95",,TINTO,,"14,5",,https://www.garrafeiranacional.com/vinho/2017-quinta-do-carmo-reserva-tinto.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/6/0/6013625-0.jpg,6013625,False,Garrafeira Nacional,2025-10-13T11:58:47.775873
CAMPOLARGO PINOT NOIR TINTO, 2022 Campolargo Pinot Noir tinto,CAMPOLARGO,100,2022,BAIRRADA,"24,95",,TINTO,,13,,https://www.garrafeiranacional.com/vinho/2022-campolargo-pinot-noir-tinto.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/6/4/6400723-0.jpg,6400723,False,Garrafeira Nacional,2025-10-13T11:58:47.776000
CAMPOLARGO ARINTO BRANCO, 2021 Campolargo Arinto branco,CAMPOLARGO,100,2021,BAIRRADA,"21,95",,BRANCO,,"11,5",,https://www.garrafeiranacional.com/vinho/2021-campolargo-arinto-branco.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/6/4/6400719-0.jpg,6400719,False,Garrafeira Nacional,2025-10-13T11:58:47.776119
CASA DA PASSARELLA A DESCOBERTA BRANCO, 2024 Casa da Passarella A Descoberta branco,CASA DA PASSARELLA,100,2024,DÃO,"6,95",,BRANCO,,13,,https://www.garrafeiranacional.com/vinho/2024-casa-da-passarella-a-descoberta-branco.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/6/0/6042627-0.jpg,6042627,False,Garrafeira Nacional,2025-10-13T11:58:47.776252
FUNDAÇÃO EUGÉNIO DE ALMEIDA EA RESERVA TINTO, 2021 Fundação Eugénio de Almeida EA Reserva tinto,FUNDAÇÃO EUGÉNIO DE ALMEIDA,100,2021,ALENTEJO,"8,95",,TINTO,,14,,https://www.garrafeiranacional.com/vinho/2021-fundac-o-eugenio-de-almeida-ea-reserva-tinto.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/6/0/6013594-0.jpg,6013594,False,Garrafeira Nacional,2025-10-13T11:58:47.787243
FUNDAÇÃO EUGÉNIO DE ALMEIDA EA TINTO, 2022 Fundação Eugénio de Almeida EA tinto,FUNDAÇÃO EUGÉNIO DE ALMEIDA,100,2022,ALENTEJO,"5,5",,TINTO,,"13,5",,https://www.garrafeiranacional.com/vinho/2022-fundac-o-eugenio-de-almeida-ea-tinto.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/6/0/6013592-0.jpg,6013592,False,Garrafeira Nacional,2025-10-13T11:58:47.787442
ALTAS QUINTAS 600 TINTO, 2023 Altas Quintas 600 tinto,ALTAS QUINTAS,100,2023,ALENTEJO,"8,95",,TINTO,,"14,5",,https://www.garrafeiranacional.com/vinho/2023-altas-quintas-600-tinto.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/6/0/6013583-0.jpg,6013583,False,Garrafeira Nacional,2025-10-13T11:58:47.787580
