name,raw_name,producer,producer_confidence,year,region,price,original_price,type,castas,alcohol_content,description,url,image_url,store_sku,not_available,garrafeira_source,scraped_at
CARTUXA TINTO,Vinho Tinto Cartuxa 2020 75 Cl,FUNDAÇÃO EUGÉNIO DE ALMEIDA,100,2020,ALENTEJO,"19,95",,TINTO,"Aragonês, Trincadeira, Alicante Bouschet","14,5","Este vinho associa a sua qualidade ao nome dos monges Cartuxos que, desde 1598, praticaram uma vida solitária de oração no Convento de Santa Maria Scala Coeli, em Évora. Foi produzido pela primeira vez em 1986.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-cartuxa-2020-75-cl/item_64647.html?id=202&cat=254&pc=1,https://www.garrafeirasoares.pt/temp/1710245143_785865d0df5843d35d425107aca43b67.jpg,2017556,False,Garrafeira Soares,2025-10-13T19:36:40.397455
MEANDRO TINTO,Vinho Tinto Meandro 2021 75 Cl,QUINTA DO VALE MEÃO,100,2021,DOURO,"13,95",,TINTO,"Touriga Nacional, Touriga Franca, Tinta Roriz,Tinta Barroca, Alicante Bouschet",14,"O Meandro Tinto é um blend das castas Touriga Nacional, Touriga Franca, Tinta Roriz, Tinta Barroca e Alicante Bouschet. Apresenta excelente cor, muito viva.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-meandro-2021-75-cl/item_11809.html?id=202&cat=254&pc=1,https://www.garrafeirasoares.pt/temp/1610620206_4c614ea1aee0e358603003a7350cbd2d.jpg,2056074,False,Garrafeira Soares,2025-10-13T19:36:40.400497
MOUCHÃO TINTO,Vinho Tinto Mouchão 2016 75 Cl,HERDADE DO MOUCHÃO,100,2016,ALENTEJO,"48,95",,TINTO,"Alicante Bouschet , Trincadeira",15,"É o vinho de referência da herdade, desde que se engarrafou a primeira colheita em 1949, e que reflecte o temperamento singular da adega.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-mouchao-2016-75-cl/item_58969.html?id=202&cat=254&pc=1,https://www.garrafeirasoares.pt/temp/1697734293_bd0a8b52caa12933add7aedfe3ee980e.jpg,2018234,False,Garrafeira Soares,2025-10-13T19:36:40.400668
PALPITE TINTO,Vinho Tinto Palpite 2021 75 Cl,ANTÓNIO MAÇANITA,100,2021,VINHOS VERDES,"21,95",,TINTO,"Alicante Bouschet, Aragonez, Castelão, Trincadeira","14,5","Palpite é o que está na alma do enólogo, expressar um equilíbrio entre as uvas, o 'Terroir' e a intuição do homem. Em cada vindima, o Palpite é produzido pela seleção dos melhores blocos de vinha e das melhores barricas.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-palpite-2021-75-cl/item_56440.html?id=202&cat=254&pc=1,https://www.garrafeirasoares.pt/temp/1696949927_6243dcf11562b271fddfeedebdf77e88.jpg,2016323,False,Garrafeira Soares,2025-10-13T19:36:40.400818
NIEPOORT POEIRINHO BAGA BIOLOGICO TINTO,Vinho Tinto Niepoort Poeirinho Baga Biologico 2020 75 Cl,NIEPOORT,100,2020,BAIRRADA,"33,95",,TINTO,Baga,"11,5","O Poeirinho é um vinho produzido apenas com uvas das nossas vinhas da Quinta de Baixo, onde praticámos viticultura biológica, com certificação SATIVA. Poeirinho, cujo nome é a antiga designação da casta Baga, é um tributo aos grandes vinhos bairradinos do passado, que eram leves na cor e no grau alcoólico, mas que tinham um enorme potencial de envelhecimento. A grande paixão de Dirk Niepoort por esta casta e pelo fantástico terroir da Bairrada, fez com que ao longo dos últimos anos, procurasse p...",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-niepoort-poeirinho-baga-biologico-2020-75-cl/item_56202.html?id=202&cat=254&pc=1,https://www.garrafeirasoares.pt/temp/1707137721_fe70372e5d9acbaebcd1675164009327.jpg,2036821,False,Garrafeira Soares,2025-10-13T19:36:40.400950
CHAO EREMITAS TINTA CARVALHA TINTO,Vinho Tinto Chao Eremitas Tinta Carvalha 2020 75 Cl,ANTÓNIO MAÇANITA,100,2020,ALENTEJO,"23,77","33,95",TINTO,Tinta Carvalha,12,"As uvas, em solos graníticos e em regime de proteção integrado, são selecionadas em uma mesa de escolha, 30% de cachos inteiros de 70% desengatados, caem por gravidade no tanque. Fermentação espontânea e maceração de 40 dias em peles, seguida de 12 meses de envelhecimento em cubas de inox. Uma Tinta Carvalha 100%, o único vinho 100% desta variedade em Portugal. 2449 garrafas produzidas.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-chao-eremitas-tinta-carvalha-2020-75-cl/item_13178.html?id=202&cat=254&pc=1,https://www.garrafeirasoares.pt/temp/1643978768_0595d71f6ee62de04eed067dfec3864b.jpg,2016392,False,Garrafeira Soares,2025-10-13T19:36:40.401105
BEYRA GRANDE RESERVA TINTO,Vinho Tinto Beyra Grande Reserva 2021 75 Cl,RUI ROBOREDO MADEIRA,100,2021,BEIRA INTERIOR,"27,95",,TINTO,"Tinta Roriz, Tempranillo, Touriga Nacional, Jaen, Mencia",15,"Uvas com origem em vinhas plantadas em solos argiloxistosos, com idade média de 40 anos, no planalto da Beira Interior na bacia hidrográfica do Rio Douro em pleno Parque Natural do Douro Internacional, a uma altitude acima dos 750 metros. Seleccionámos as melhores uvas de Tinta Roriz perfeitamente adaptada à altitude e em função dos anos quantidades variáveis de Touriga Nacional e Jaen completam o lote, conferindo complexidade e elegância.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-beyra-grande-reserva-2021-75-cl/item_62100.html?id=202&cat=254&pc=1,https://www.garrafeirasoares.pt/temp/1707324108_c74f4a568d80b1a16e26f75c762f4b1f.jpg,2038153,False,Garrafeira Soares,2025-10-13T19:36:40.401234
ARCO D' AGUIEIRA TINTO,Vinho Tinto Arco D' Aguieira 75 Cl,AVELEDA,100,0,BAIRRADA,"14,79",,TINTO,Touriga Nacional; Cabernet Sauvignon; Tinta Roriz,13,"Vinhos Singulares, desenhados com Tempo. Em 1997, numa quinta situada em Águeda, na região da Bairrada, nasce a ideia entre um mosaico incrível de micro-terroirs. Este projeto singular, desenhado com tempo, ganha vida em 2020 e apresenta-nos 4 vinhos extraordinários que surpreendem até pela sua notável capacidade de evolução.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-arco-d-aguieira-75-cl/item_11980.html?id=202&cat=254&pc=1,https://www.garrafeirasoares.pt/temp/1617795938_99a0c3ef0448e27531fb0b0494109c49.jpg,2036060,False,Garrafeira Soares,2025-10-13T19:36:40.401361
CASTELLO D'ALBA SUPERIOR TINTO,Vinho Tinto Castello D'Alba Superior 75 Cl,RUI ROBOREDO MADEIRA,100,0,DOURO,"12,95",,TINTO,"Touriga Nacional, Touriga Franca, Tinta Roriz","14,5","Lote de uvas de uma selecção das castas Touriga Nacional, Touriga Franca e Tinta Roriz. / Solos xistosos do Douro Superior. Estágio de 10 meses em barricas de carvalho francês.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-castello-dalba-superior-75-cl/item_12486.html?id=202&cat=254&pc=1,https://www.garrafeirasoares.pt/temp/1756995303_5712f698f09c2d3a4ad4124d909705e6.jpg,2054261,False,Garrafeira Soares,2025-10-13T19:36:40.401502
EUGENIO DE ALMEIDA TINTO,Vinho Tinto Eugenio De Almeida 75 Cl,FUNDAÇÃO EUGÉNIO DE ALMEIDA,100,0,ALENTEJO,"4,59",,TINTO,"Aragonez, Trincadeira, Alicante Bouschet, Syrah","13,5","Produzido a partir das castas Aragonez, Trincadeira, Alicante Bouschet e Castelão plantadas nas vinhas da Fundação Eugénio de Almeida. Quando as uvas atingem o estado de maturação ideal, são colhidas e transportadas para a adega, onde se inicia o processo tecnológico com desengace total e ligeiro esmagamento. A fermentação ocorre em cubas de aço inox a temperatura controlada de 24-27ºC. Após a fermentação procede-se a filtrações, loteamentos, estabilização tartárica, filtração final e engarrafam...",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-eugenio-de-almeida-75-cl/item_9206.html?id=202&cat=254&pc=1,https://www.garrafeirasoares.pt/temp/1756895769_c78e81772b61965656c23a563a75cf41.jpg,2017511,False,Garrafeira Soares,2025-10-13T19:36:40.401623
CARM TINTO,Vinho Tinto Carm 75 Cl,CARM,100,0,DOURO,"7,95",,TINTO,"Tinta Roriz, Touriga Franca, Touriga Nacional","13,5","Na nossa adega, com a mais moderna tecnologia e controlo total de temperatura, eliminámos cachos que não se encontravam em perfeitas condições, desengace total, esmagamento suave e choque térmico, seguindo-se então um período de maceração pré-fermentativa a frio em lagar por cerca de 12 a 24h, após o que as massas foram transferidas para cubas de fermentação largas e baixas, maceração por 8 dias a 22ºC.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-carm-75-cl/item_10303.html?id=202&cat=254&pc=1,https://www.garrafeirasoares.pt/temp/1663920042_9fb2f2be83fe1b16dc40f3747a9e66cc.jpg,2052011,False,Garrafeira Soares,2025-10-13T19:36:40.401764
MIRABILIS BRANCO,Vinho Branco Mirabilis 2022 75 Cl,QUINTA NOVA,100,2022,DOURO,"54,95",,BRANCO,"Viosinho, Gouveio, Vinha Centenária",14,"(PRODUTO LIMITADO A 1 GARRAFA POR CLIENTE) O Mirabilis é elaborado com uvas de pequenas vinhas centenárias onde predominam o Viosinho e o Gouveio, mas também variadíssimas outras castas de escassíssima produção, já quase inexistentes na região.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-mirabilis-2022-75-cl/item_12047.html?id=203&cat=254&pc=1,https://www.garrafeirasoares.pt/temp/1717068753_c6336b9e2bb8324bb7ffe3061065bb78.jpg,2259403,False,Garrafeira Soares,2025-10-13T19:36:41.475607
PERA MANCA BRANCO,Vinho Branco Pera Manca 2021 75 Cl,FUNDAÇÃO EUGÉNIO DE ALMEIDA,100,2021,ALENTEJO,"64,95",,BRANCO,"Antão Vaz, Arinto",13,"Excelência, qualidade e individualidade, num estilo muito próprio que marca a diferença e define um clássico do Alentejo. A aposta da Fundação Eugénio de Almeida na criação de produtos de excelência tem sido reconhecida ao longo dos últimos anos com diversos prémios.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-pera-manca-2021-75-cl/item_11828.html?id=203&cat=254&pc=1,https://www.garrafeirasoares.pt/temp/1696324064_bcb913ac6ad16e8f69a756ad85c47303.jpg,2217603,False,Garrafeira Soares,2025-10-13T19:36:41.475795
QUINTA FONTE SOUTO 1 5 L BRANCO,Vinho Branco Quinta Fonte Souto 2021 1.5 L,QUINTA DA FONTE SOUTO,100,2021,ALENTEJO,"29,37","41,95",BRANCO,"Arinto, Verdelho","14,5","Situada nas encostas do Parque Natural da Serra de São Mamede, perto de Portalegre, as vinhas de Fonte Souto  plantadas entre os 490 e os 550 metros de altitude  beneficiam de condições de maior frescura e humidade do que as zonas da quente planície alentejana. Os solos de transição entre o xisto e o granito, com predominância do xisto, asseguram um equilíbrio ideal entre bons níveis de retenção de água e boa drenagem. Os vinhos expressam a frescura e o equilíbrio que derivam das cotas elevada...",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-quinta-fonte-souto-2021-1.5-l/item_61865.html?id=203&cat=254&pc=1,https://www.garrafeirasoares.pt/temp/1732116757_9c848d775a7e8e2f78651e4c4e83251a.jpg,2218115,False,Garrafeira Soares,2025-10-13T19:36:41.475956
PLANALTO BRANCO,Vinho Branco Planalto 75 Cl,CASA FERREIRINHA,100,0,DOURO,"5,15",,BRANCO,"Viosinho, Malvasia Fina, Gouveio, Arinto, Codega De Larinho, Moscatel, Rabigato","12,5","Planalto é uma das maiores referências de vinho branco na Região Demarcada do Douro, fruto dos profundos estudos efectuados ao longo dos anos, da criteriosa escolha das castas que o compõem e do uso da melhor tecnologia de vinificação na sua produção.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-planalto-75-cl/item_10771.html?id=203&cat=254&pc=1,https://www.garrafeirasoares.pt/temp/1593778787_8ccb3cb5b9194d155a24cc93d4b315d8.jpg,2255021,False,Garrafeira Soares,2025-10-13T19:36:41.476093
CONVENTO PARAISO BRANCO,Vinho Branco Convento Paraiso 2023 75 Cl,CONVENTO DO PARAISO,100,2023,ALGARVE,"11,95",,BRANCO,Alvarinho,"12,5","Construído após a reconquista cristã de Silves e inserido numa das mais belas quintas da região, o 'Convento de Nossa Senhora do Paraíso' preserva o seu aspecto imponente voltado para a histórica cidade de Silves. Produzido a partir das vinhas aqui plantadas durante o ano 2000 junto às encostas do Rio Arade.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-convento-paraiso-2023-75-cl/item_66789.html?id=203&cat=254&pc=1,https://www.garrafeirasoares.pt/temp/1717759596_3f27dde0598ded11c500a186b80b6e08.jpg,2205257,False,Garrafeira Soares,2025-10-13T19:36:41.476235
FIUZA SAUVIGNON BRANCO,Vinho Branco Fiuza Sauvignon 75 Cl,FIUZA & BRIGHT,100,0,TEJO,"4,95",,BRANCO,Sauvignon,12,"Este vinho pertence à nossa gama de vinhos Monocastas, produzido para expressar as melhores características da casta Sauvignon Blanc no nosso Terroir.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-fiuza-sauvignon-75-cl/item_10672.html?id=203&cat=254&pc=1,https://www.garrafeirasoares.pt/temp/1619777581_bfd7ef8071064573b35e233fad063534.jpg,2232120,False,Garrafeira Soares,2025-10-13T19:36:41.476364
BEYRA QUARTZ RESERVA BRANCO,Vinho Branco Beyra Reserva Quartz 75 Cl,RUI ROBOREDO MADEIRA,100,0,BEIRA INTERIOR,"9,69",,BRANCO,"Síria, Fonte Cal, Verdelho, Gouveio",13,"Uvas com origem em vinhas plantadas no planalto da Beira Interior, a uma altitude média de 700 metros, maioritariamente com mais de 40 anos de idade em solos exclusivamente graníticos com muitos filões de quartzo. Em função do ano, seleccionámos as melhores vinhas, cujas castas autóctones estão perfeitamente adaptadas ao clima rústico provocado pela altitude.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-beyra-reserva-quartz-75-cl/item_9374.html?id=203&cat=254&pc=1,https://www.garrafeirasoares.pt/temp/1582904211_2141747d92371c55fd5418a83ec1a3dc.jpg,2238131,False,Garrafeira Soares,2025-10-13T19:36:41.476496
ERVIDEIRA INVISIVEL BRANCO,Vinho Branco Ervideira Invisivel 75 Cl,ERVIDEIRA,100,0,ALENTEJO,"12,95",,BRANCO,Aragonez,"13,5","De uma selecção dos melhores lotes de Aragonêz, e do resultado de uma vindima nocturna (moon harvest), nasceu este vinho ? Invisível.O mosto é transportado em camião frigorífico até á Adega. Aí é conduzido por gravidade para a câmara de frio, onde permanece a decantar durante 24 horas a baixas temperaturas. Após este processo, o mosto é inoculado com leveduras seleccionadas e a fermentação decorre a uma temperatura controlada de 12º C, durante 15 dias.Utilizando o potencial aromático do Aragonêz...",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-ervideira-invisivel-75-cl/item_62127.html?id=203&cat=254&pc=1,https://www.garrafeirasoares.pt/temp/1624276055_b4ad66a3b5f431aecd48a60b863f0183.jpg,2210621,False,Garrafeira Soares,2025-10-13T19:36:41.476640
FIUZA TRES CASTAS NATURE (FRISANTE) BRANCO,Vinho Branco Fiuza Tres Castas Nature (Frisante) 75 Cl,FIUZA & BRIGHT,100,0,TEJO,"3,99",,BRANCO,"Arinto, Chardonnay, Fernão Pires.","10,5","O Fiuza 3 Castas Nature é um vinho espumantes de lote, que casa a mais emblemática casta branca francesa com duas das mais conhecidas castas portuguesas.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-fiuza-tres-castas-nature-frisante-75-cl/item_10670.html?id=203&cat=254&pc=1,https://www.garrafeirasoares.pt/temp/1619112461_4acf388c1c1f847e42a546199564fcf5.jpg,2232105,False,Garrafeira Soares,2025-10-13T19:36:41.476768
JOAO PIRES BRANCO,Vinho Branco Joao Pires 75 Cl,JOSÉ MARIA DA FONSECA,100,0,SETÚBAL,"4,01","4,45",BRANCO,Moscatel de Setúbal,12,"João Pires, um vinho superior, produzido com a casta Moscatel de Setúbal Distingue se pelo seu perfume único marcado por notas florais intensas e pelo seu paladar fresco e equilibrado Deixe se envolver pela elegância deste vinho, ideal para acompanhar pratos leves, ou servir como aperitivo Deve ser consumido fresco A sua produção teve início na década de 70 definindo se rapidamente, como uma referência no mundo dos vinhos portugueses.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-joao-pires-75-cl/item_10650.html?id=203&cat=254&pc=1,https://www.garrafeirasoares.pt/temp/1619112460_34cc08d29857ede29a6aa6a66050aaea.jpg,2230031,False,Garrafeira Soares,2025-10-13T19:36:41.476906
RAVASQUEIRA DA FAMILIA RESERVA TINTO,Vinho Tinto Ravasqueira Reserva da Familia 75 Cl,MONTE DA RAVASQUEIRA,100,0,ALENTEJO,"10,95",,TINTO,"Touriga Nacional, Syrah",14,"O vinho Ravasqueira Reserva da Família Tinto é o resultado de uma análise profunda da vinha, da qual resultou a seleção dos talhões das castas que mais se destacaram pela sua elegância, concentração e carácter, as características-pilar desta gama Reserva. Os solos e a topografia únicos do Monte da Ravasqueira permitem destacar zonas da vinha com maior equilíbrio e potencial, permitindo, assim, separá-las para dar origem a este vinho.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-ravasqueira-reserva-da-familia-75-cl/item_10000.html?id=202&cat=254&pc=2,https://www.garrafeirasoares.pt/temp/1697192377_039e903256deac41d99f86c4c78468b9.jpg,2012211,False,Garrafeira Soares,2025-10-13T19:36:45.714924
ESPORAO TORRE TINTO,Vinho Tinto Esporao Torre 2017 75 Cl,ESPORÃO,100,2017,ALENTEJO,245,,TINTO,"Aragonês, Touriga Franca, Alicante Bouschet, Touriga Nacional","14,5","O Torre da Esporão é a expressão máxima das singularidades do ano, em conjunto com as características únicas dos nossos territórios e da experiência de quem o faz. Feito para durar, representa a ambição do Esporão de fazer os melhores vinhos que a natureza proporciona, de modo responsável e inspirador.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-esporao-torre-2017-75-cl/item_10021.html?id=202&cat=254&pc=2,https://www.garrafeirasoares.pt/temp/1660142081_618818fcc022f38b96642b2b65513320.jpg,2013081,False,Garrafeira Soares,2025-10-13T19:36:45.717996
BEYRA JAEN BIOLOGICO TINTO,Vinho Tinto Beyra Jaen 2022 Biologico 75 Cl,RUI ROBOREDO MADEIRA,100,2022,BEIRA INTERIOR,"21,95",,TINTO,Jaen,13,"Vinho Biológico de uvas 100% Jaen de vinhas plantadas em solos graníticos na freguesia da Vermiosa, em pleno Parque Natural do Douro Internacional, a uma altitude média de 700 metros.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-beyra-jaen-2022-biologico-75-cl/item_13517.html?id=202&cat=254&pc=2,https://www.garrafeirasoares.pt/temp/1728484918_88a2864c08eb9b62d305478bb669cb67.jpg,2038181,False,Garrafeira Soares,2025-10-13T19:36:45.718201
PAPA FIGOS TINTO,Vinho Tinto Papa Figos 75 Cl,CASA FERREIRINHA,100,0,DOURO,"7,49",,TINTO,"Tinta Roriz, Tinta Barroca, Touriga Franca, Touriga Nacional","13,5","De cores vivas e atraentes, o Papa Figos é uma das mais raras aves do Douro. O carácter único e raro desta ave é a inspiração perfeita para este magnífico vinho tinto da Casa Ferreirinha. Papa Figos é um vinho elegante e ao mesmo tempo vibrante, clássico mas moderno, que traduz os valores da Casa Ferreirinha, a casa com maior tradição na produção de vinhos de qualidade do Douro e uma das maiores referências mundiais desta região.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-papa-figos-75-cl/item_10346.html?id=202&cat=254&pc=2,https://www.garrafeirasoares.pt/temp/1594985097_67fba7a8c39b44798a6bad889a79b235.jpg,2055011,False,Garrafeira Soares,2025-10-13T19:36:45.718367
CASA FERREIRINHA CASTAS ESCONDIDAS TINTO,Vinho Tinto Casa Ferreirinha Castas Escondidas 2021 75 Cl,CASA FERREIRINHA,100,2021,DOURO,"28,49",,TINTO,"Touriga Femea, Tinta Francisca, Tinto Cão, Touriga Nacional, Touriga Francesa, Bastardo, Marufo, Vinhas Velhas","13,5","A Casa Ferreirinha criou um vinho especial, com castas menos comuns do Douro, para preservar a biodiversidade e traduzir o verdadeiro terroir da região. Castas Escondidas, habitualmente utilizadas em lotes de Vinho do Porto, mas raramente reveladas, resultam numa combinação perfeita com outras variedades mais visíveis, enriquecida com uma parte relevante de uvas colhidas em vinhas velhas.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-casa-ferreirinha-castas-escondidas-2021-75-cl/item_12347.html?id=202&cat=254&pc=2,https://www.garrafeirasoares.pt/temp/1732721696_36395c115fb4a58ede3674fa01b880a3.jpg,2055161,False,Garrafeira Soares,2025-10-13T19:36:45.718507
TIAGO CABACO 3 TERROIRS SUPERIOR BRANCO,Vinho Branco Tiago Cabaco 3 Terroirs Superior 75 Cl,TIAGO CABAÇO,100,0,ALENTEJO,"9,95",,BRANCO,"Roupeiro, Verdelho, Viognier, Arinto","12,5","Tiago Cabaço 3 Terroirs Superior, concilia o terroir e as castas de 3 das nossas propriedades, Herdade do Trocaleite, Vale Zebro e Herdade das Murças, as quais pretendemos homenagear através deste vinho.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-tiago-cabaco-3-terroirs-superior-75-cl/item_64553.html?id=203&cat=254&pc=2,https://www.garrafeirasoares.pt/temp/1709551499_d434a55f10115d14dad176130faead7b.jpg,2211631,False,Garrafeira Soares,2025-10-13T19:36:46.941833
VERDE ESPORÃO BICO AMARELO BRANCO,Vinho Verde Esporão Bico Amarelo 75 Cl,ESPORÃO,100,0,VINHOS VERDES,"4,49",,BRANCO,"Loureiro, Alvarinho, Avesso","11,5","Representa a diversidade da região e das suas principais castas (Loureiro, Alvarinho e Avesso). Sem gás e sem açúcar, é um vinho leve, fresco e com boa intensidade aromática.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-verde-esporao-bico-amarelo-75-cl/item_58595.html?id=203&cat=254&pc=2,https://www.garrafeirasoares.pt/temp/1718102567_7fdbb01395606e152b0238acae63849f.jpg,2279540,False,Garrafeira Soares,2025-10-13T19:36:46.942036
BSE BRANCO,Vinho Branco Bse 75 Cl,JOSÉ MARIA DA FONSECA,100,0,SETÚBAL,"3,56","3,95",BRANCO,"Arinto, Antão Vaz",12,"Produzido desde 1947, 'BSE', quer dizer 'Branco Seco Especial' é uma das marcas mais emblemáticas da José Maria da Fonseca.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-bse-75-cl/item_10652.html?id=203&cat=254&pc=2,https://www.garrafeirasoares.pt/temp/1619112460_5bcda04ed8d67cce4555290e7f13d12c.jpg,2230041,False,Garrafeira Soares,2025-10-13T19:36:46.942184
PORTA 6 BRANCO,Vinho Branco Porta 6 75 Cl,VIDIGAL WINES,100,0,LISBOA,"4,49",,BRANCO,"Chardonnay, Sauvignon Blanc, Arinto","12,5","Vidigal Wines é uma empresa produtora de vinhos tranquilos e licorosos, de média dimensão e carácter familiar, localizada na zona de Leiria no Centro de Portugal. As origens da empresa datam do início do Século XX, numa Quinta fundada por um Cónego da Igreja. Ao longo do ultimo século a empresa conheceu um par de donos até que no inicio dos anos 90 o atual Diretor, António Mendes Lopes - assumiu a gestão. Desde essa altura a Vidigal conheceu grandes mudanças e avanços tecnológicos que hoje lhe p...",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-porta-6-75-cl/item_62244.html?id=203&cat=254&pc=2,https://www.garrafeirasoares.pt/temp/1681726981_7ebce692f563e2d24e7bad5c780c497a.jpg,2234471,False,Garrafeira Soares,2025-10-13T19:36:46.942315
QUINTA NOVA BLANC DE NOIR RESERVA BRANCO,Vinho Branco Quinta Nova Reserva Blanc De Noir 2023 75 Cl,QUINTA NOVA,100,2023,DOURO,"17,49",,BRANCO,Tinta Roriz,"13,5","Subimos as encostas da Quinta Nova de Nossa Senhora do Carmo até ao topo. Aí, onde as uvas amadurecem mais devagar, conservando maior frescura e linearidade, nasce o Quinta Nova Blanc de Noir, o Reserva branco feito de uvas tintas. Os bonitos cachos de Tinta Roriz abrem a nossa adega, vindimados quando atingem o ponto ideal de maturação para podermos extrair todos os componentes que tornam este vinho único e sublime.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-quinta-nova-reserva-blanc-de-noir-2023-75-cl/item_106602.html?id=203&cat=254&pc=2,https://www.garrafeirasoares.pt/temp/1728404439_4956812eb1d0873e151e225d65316fd4.jpg,2259222,False,Garrafeira Soares,2025-10-13T19:36:46.942446
ARINTO DOS AÇORES BRANCO,Vinho Branco Arinto Dos Açores 2024 75 Cl,ANTÓNIO MAÇANITA,100,2024,AÇORES,"24,26","26,95",BRANCO,Arinto,12,"O Arinto dos Açores é uma casta autóctone e exclusiva das ilhas dos Açores, tendo em comum com o Arinto do continente apenas o nome e a boa acidez.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-arinto-dos-acores-2024-75-cl/item_14003.html?id=203&cat=254&pc=2,https://www.garrafeirasoares.pt/temp/1757251487_da77585e1887057d0f8281380bdff47b.jpg,2203033,False,Garrafeira Soares,2025-10-13T19:36:46.942591
CASA SANTOS LIMA SAUVIGNON BLANC BRANCO,Vinho Branco Casa Santos Lima Sauvignon Blanc 75 Cl,CASA SANTOS LIMA,100,0,LISBOA,"5,06","5,95",BRANCO,Sauvignon Blanc,13,Criado a partir da nossa melhor seleção das uvas da casta Sauvignon Blanc. As uvas foram sujeitas a um processo de desengace total seguido de esmagamento e prensagem. A fermentação é feita em depósitos de aço-inox com sistemas de controlo de temperatura entre os 10.ºC - 12.º C.,https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-casa-santos-lima-sauvignon-blanc-75-cl/item_10694.html?id=203&cat=254&pc=2,https://www.garrafeirasoares.pt/temp/1617808667_371f445a6b12cc466dc52137017b4c56.jpg,2234241,False,Garrafeira Soares,2025-10-13T19:36:46.942714
REDOMA RESERVA BRANCO,Vinho Branco Redoma Reserva 2022 75 Cl,NIEPOORT,100,2022,DOURO,"35,66","41,95",BRANCO,"Rabigato, Códega, Viosinho, Arinto","12,3","O Redoma Reserva é feito com uvas de vinhas velhas, plantadas a 600 metros de altitude em solos de micaxisto. Desde a sua criação (1995), o principal objetivo na produção deste vinho, tem sido expressar o carácter das vinhas velhas do Douro. No final do estágio, são escolhidas as melhores barricas, tendo em conta a sua mineralidade, complexidade e potencial de envelhecimento.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-redoma-reserva-2022-75-cl/item_11736.html?id=203&cat=254&pc=2,https://www.garrafeirasoares.pt/temp/1714487581_560a3d87e46f3ddc7bb3694e2b89697f.jpg,2258034,False,Garrafeira Soares,2025-10-13T19:36:46.942859
MATEUS ROSÉ,Vinho Rosé Mateus 75 Cl,SOGRAPE VINHOS,100,0,,"4,29",,ROSÉ,"Baga, Rufete, Tinta Barroca, Touriga Franca",11,"Mateus Rosé é um vinho leve, fresco, jovem e ligeiramente 'pétillant'. A sua qualidade, extrema versatilidade e estilo consistente tornam-no o vinho ideal para acompanhar os bons momentos da vida.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-rose-mateus-75-cl/item_10807.html?id=204&cat=254&pc=1,https://www.garrafeirasoares.pt/temp/1624292315_6970b81fe60526a65272fbeec64e2f49.jpg,2400142,False,Garrafeira Soares,2025-10-13T19:36:49.141086
