name,raw_name,producer,producer_confidence,year,region,price,original_price,type,castas,alcohol_content,description,url,image_url,store_sku,not_available,garrafeira_source,scraped_at
CARM RESERVA BRANCO,Vinho Branco Carm Reserva 75 Cl,CARM,100,0,DOURO,"13,95",,BRANCO,"Códega Do Larinho, Rabigato, Viosinho",13,"O ano 2021 foi uma ano de temperaturas amenas, com alguma precipitação pouco habitual em Julho e Setembro e sem picos de calor no Verão. Desta forma, as maturações foram lentas e longas, proporcionando vinhos equilibrados e elegantes. Foi um bom ano em termos de produção e qualidade.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-carm-reserva-75-cl/item_10745.html?id=203&cat=254&pc=13,https://www.garrafeirasoares.pt/temp/1622055572_98e03f3b06a7d5aefa9ebbbd5f4a5e21.jpg,2252021,False,Garrafeira Soares,2025-10-13T19:38:02.612758
DUQUE DE VISEU BRANCO,Vinho Branco Duque De Viseu 75 Cl,QUINTA DOS CARVALHAIS,100,0,DÃO,"5,29",,BRANCO,"Encruzado, Malvasia Fina, Bical, Verdelho","12,5","Quinta dos Carvalhais Duque de Viseu Branco é um vinho muito atractivo e elegante, pleno de vivacidade - uma das principais referências da região do Dão desde há mais de uma década. Duque de Viseu é um vinho produzido na Quinta dos Carvalhais, o projecto da Sogrape Vinhos que liderou a renovação do Dão e se assume hoje como a sua marca especialista, com uma gama de vinhos de qualidade e estilo próprio que reflectem a elegância e diversidade da região.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-duque-de-viseu-75-cl/item_10718.html?id=203&cat=254&pc=13,https://www.garrafeirasoares.pt/temp/1593778790_775b2e6d1a0d65b7757cfdc7d67c7edc.jpg,2240611,False,Garrafeira Soares,2025-10-13T19:38:02.612962
LANCERS BRANCO,Vinho Branco Lancers 75 Cl,JOSÉ MARIA DA FONSECA,100,0,SETÚBAL,"3,11","3,45",BRANCO,,"10,5","Criada em 1944 por António Porto Soares Franco, enólogo e membro da 5 ª geração da família, a marca Lancers tornou se num dos mais icónicos rosés do mundo, com um vinho diferenciador e uma garrafa opaca e de formato diferente do habitual nos vinhos Passados 76 anos da sua criação, Lancers continua em todo o mundo a fazer parte do quotidiano de várias gerações acrescentando aquele borbulhar extra de originalidade em todos os momentos de convívio Lancers refresca a tua curiosidade.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-lancers-75-cl/item_10494.html?id=203&cat=254&pc=13,https://www.garrafeirasoares.pt/temp/1619112457_247ed5c40ec604f4000b7c0cb18bd52d.jpg,2200190,False,Garrafeira Soares,2025-10-13T19:38:02.613118
PALPITE BRANCO,Vinho Branco Palpite 2023 75 Cl,ANTÓNIO MAÇANITA,100,2023,ALENTEJO,"21,95",,BRANCO,"Arinto, Vinha de Mistura, Alicante Branco",13,"Branco produzido a partir das castas tradicionais alentejanas: Arinto, Alicante Branco e vinhas velhas de mistura, com intervenção mínima, sem adição de sulfuroso até ao final da fermentação e fermentação espontânea em barricas e estágio longo sobre borras.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-palpite-2023-75-cl/item_13758.html?id=203&cat=254&pc=13,https://www.garrafeirasoares.pt/temp/1735314010_bc4486cab2078303599a642def9ce645.jpg,2216323,False,Garrafeira Soares,2025-10-13T19:38:02.613252
TIAGO CABAÇO VINHAS VELHAS BRANCO,Vinho Branco Tiago Cabaço Vinhas Velhas 75 Cl,TIAGO CABAÇO,100,0,ALENTEJO,"12,95",,BRANCO,"Roupeiro, Arinto, Antão Vaz",13,"Foi das nossas vinhas mais velhas, plantadas na região de Estremoz, que selecionamos as melhores uvas das castas tradicionais do Alentejo.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-tiago-cabaco-vinhas-velhas-75-cl/item_10542.html?id=203&cat=254&pc=13,https://www.garrafeirasoares.pt/temp/1731704318_3fd51094b004fd54047ddfab667a11e2.jpg,2211621,False,Garrafeira Soares,2025-10-13T19:38:02.613378
BEYRA GOUVEIO BRANCO,Vinho Branco Beyra Gouveio 75 Cl,RUI ROBOREDO MADEIRA,100,0,BEIRA INTERIOR,"12,95",,BRANCO,Gouveio,"13,5",,https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-beyra-gouveio-75-cl/item_62233.html?id=203&cat=254&pc=13,https://www.garrafeirasoares.pt/temp/1672831136_fdfc00dc7b684c955236f853b916796f.jpg,2238195,False,Garrafeira Soares,2025-10-13T19:38:02.613517
BEYRA SAUVIGNON BLANC BIOLOGICO BRANCO,Vinho Branco Beyra Sauvignon Blanc Biologico 75 Cl,RUI ROBOREDO MADEIRA,100,0,BEIRA INTERIOR,"10,29",,BRANCO,Sauvignon Blanc,"13,5","Vinho Biológico de uvas 100% Sauvignon Blanc, com origem numa parcela da nossa vinha a 750 m de altitude, situada na freguesia da Vermiosa, na sub-região de Castelo Rodrigo, de solos xistosos.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-beyra-sauvignon-blanc-biologico-75-cl/item_9377.html?id=203&cat=254&pc=13,https://www.garrafeirasoares.pt/temp/1731704319_90ca0a75ee3521867bc22e1ad49e6054.jpg,2238170,False,Garrafeira Soares,2025-10-13T19:38:02.613635
CW BRANCO,Vinho Branco CW 75 Cl,HERDADE DA COMPORTA,100,0,SETÚBAL,"7,49",,BRANCO,Antão Vaz,"12,5",,https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-cw-75-cl/item_14053.html?id=203&cat=254&pc=13,https://www.garrafeirasoares.pt/temp/1664366157_2eced0afc55735e1209c0e956e4a9749.jpg,2230905,False,Garrafeira Soares,2025-10-13T19:38:02.613781
QUINTA CIDRÔ CHARDONNAY BRANCO,Vinho Branco Quinta Cidrô Chardonnay 75 Cl,REAL COMPANHIA VELHA,100,0,DOURO,"19,95",,BRANCO,Chardonnay,"13,5","Situada em São João da Pesqueira, uma das mais conhecidas zonas de produção de vinhos do Douro, a Quinta de Cidrô transformou-se num modelo de experimentação vitivinícola para toda a região. Numa terra virgem foi usada tecnologia de ponta para plantar as melhores castas, ao longo de uma área que excede os 150 ha. Neste local privilegiado, algumas castas internacionais convivem amenamente com as castas da região. Chardonnay, Sauvignon Blanc, Viognier, Pinot Noir e a nobre adaptável Cabernet Sauvi...",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-quinta-cidro-chardonnay-75-cl/item_10755.html?id=203&cat=254&pc=13,https://www.garrafeirasoares.pt/temp/1563812162_45176ca8d723081990718cf716dee84b.jpg,2253101,False,Garrafeira Soares,2025-10-13T19:38:02.613902
ALTANO RESERVA BRANCO,Vinho Branco Altano Reserva 75 Cl,SYMINGTON FAMILY ESTATES,100,0,DOURO,"11,49",,BRANCO,"Viosinho, Códega do Larinho, Rabigato, Gouveio",13,"Um dos principais componentes deste Altano Branco Reserva é a casta Viosinho, reconhecida como uma das principais castas brancas do Douro. As uvas de Viosinho são inteiramente oriundas de uma vinha da família Symington em Provesende, a uma altitude entre os 500 e os 600 metros. Outros importantes contributos passam pelas castas Códega do Larinho, Rabigato e Gouveio, também de vinhas situadas em cotas elevadas das zonas de Murça e Alijó. A altitude favorece a preservação de bons níveis de acidez ...",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-altano-reserva-75-cl/item_10740.html?id=203&cat=254&pc=13,https://www.garrafeirasoares.pt/temp/1619112462_1d1ea028a3cb3761102c6901f67daeac.jpg,2250021,False,Garrafeira Soares,2025-10-13T19:38:02.614042
SOBROSO ROSÉ,Vinho Rose Sobroso 75 Cl,HERDADE DO SOBROSO,100,0,ALENTEJO,"6,95",,ROSÉ,Aragonez,12,"As uvas foram vindimadas à mão e transportadas até à nossa adega em pequenas caixas de 15 kg. Mosto proveniente da prensagem das uvas, seguindo fermentação em cubas inox com temperatura controlada durante 25 dias.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-rose-sobroso-75-cl/item_12803.html?id=204&cat=254&pc=12,https://www.garrafeirasoares.pt/temp/1642441178_8b4b19cfa7548920dc6e070aa09e0b90.jpg,2421071,False,Garrafeira Soares,2025-10-13T19:38:04.295076
TECEDEIRAS LILAS ROSÉ,Vinho Rose Tecedeiras Lilas 75 Cl,LIMA & SMITH,100,0,DOURO,"6,49",,ROSÉ,,"12,5","Com as principais castas do Douro, produzimos com todos os cuidados este vinho rosé na nossa adega. Perfil cativante e versátil.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-rose-tecedeiras-lilas-75-cl/item_11992.html?id=204&cat=254&pc=12,https://www.garrafeirasoares.pt/temp/1624351516_b14e739ef0d98d0f38146cf4c098fefd.jpg,2451001,False,Garrafeira Soares,2025-10-13T19:38:04.295277
VALE D MARIA SUPERIOR ROSÉ,Vinho Rose Vale D. Maria Superior 75 Cl,AVELEDA,100,0,DOURO,"8,49",,ROSÉ,"Touriga Nacional, Tinta Roriz, Tinta Barroca, Rufete","12,5","A Touriga Nacional aporta intensidade aromática, com notas florais e frutos vermelhos, enquanto a Tinta Roriz acrescenta mineralidade, corpo e fruta madura. A Tinta Barroca contribui com suavidade e um toque de sucrosidade, enquanto a Rufete confere aromas delicados de frutos silvestres, harmonizando o blend. O resultado é um rosé de caráter frutado e frescura inigualáveis, que traduz a essência única do Douro Superior",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-rose-vale-d.-maria-superior-75-cl/item_125203.html?id=204&cat=254&pc=12,https://www.garrafeirasoares.pt/temp/1748944687_5f31b69bbf83e0838658811259664312.jpg,2452211,False,Garrafeira Soares,2025-10-13T19:38:04.295433
CABRIZ ROSÉ,Vinho Rose Cabriz 75 Cl,GLOBAL WINES,100,0,DÃO,"5,29",,ROSÉ,"Alfrocheiro, Touriga Nacional","12,5","Para quem sabe comer com pauzinhos, para quem gosta de esplanada, ou ainda para quem passa o ano a sonhar com um grupo de amigos numa noite de verão.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-rose-cabriz-75-cl/item_12140.html?id=204&cat=254&pc=12,https://www.garrafeirasoares.pt/temp/1622055573_26e6a85845fa4586b4da554ab3c29b98.jpg,2440901,False,Garrafeira Soares,2025-10-13T19:38:04.295572
CATARINA ROSÉ,Vinho Rose Catarina 75 Cl,BACALHÔA VINHOS,100,0,SETÚBAL,"6,49",,ROSÉ,"Castelão, Cabernet Sauvignon (","12,6","Para este rosé foram selecionadas duas castas, o emblemático Castelão (75%), uma das mais importantes da região da Península de Setúbal, e o icónico Cabernet Sauvigon (25%), casta dos famosos vinhos de Bordéus, a mais conhecida e divulgada no mundo, que dá também origem ao famoso Quinta da Bacalhôa. Após uma cuidadosa amostragem da uva nas vinhas, as datas de vindima são marcadas. O Castelão plantado na vinha do Pinheiro Ramudo, foi vindimado em 15 de Setembro 2021 e o Cabernet Sauvignon da vinh...",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-rose-catarina-75-cl/item_62203.html?id=204&cat=254&pc=12,https://www.garrafeirasoares.pt/temp/1649232165_b7a887ac4888f191a77fc5b28da46583.jpg,2430570,False,Garrafeira Soares,2025-10-13T19:38:04.295716
HOWARD'S FOLLY SONHADOR ROSÉ,Vinho Rose Howard's Folly Sonhador 75 Cl,HOWARDS FOLLY,100,0,ALENTEJO,"12,95",,ROSÉ,"Aragonês, Castelão","12,7","Produzido em Portalegre, no nordeste do Alentejo, este vinho envelheceu 4 meses sobre borras leves.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-rose-howards-folly-sonhador-75-cl/item_13947.html?id=204&cat=254&pc=12,https://www.garrafeirasoares.pt/temp/1661526169_b39d8f07c95c35875b115f78325c44d2.jpg,2425011,False,Garrafeira Soares,2025-10-13T19:38:04.295852
QUINTA DAS PANCAS RESERVA ROSÉ,Vinho Rose Quinta das Pancas Reserva 2023 75 Cl,QUINTA DE PANCAS,100,2023,LISBOA,"5,95",,ROSÉ,"Syrah, Touriga Nacional, Merlot",13,,https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-rose-quinta-das-pancas-reserva-2023-75-cl/item_124364.html?id=204&cat=254&pc=12,https://www.garrafeirasoares.pt/temp/1740676675_311460483115cb38300ecec2c512e55a.jpg,2433331,False,Garrafeira Soares,2025-10-13T19:38:04.295988
NIEPOORT CONCISO BIOLOGICO TINTO,Vinho Tinto Niepoort Conciso Biologico 2022 75 Cl,NIEPOORT,100,2022,DÃO,"14,49",,TINTO,"Baga, Jaen","11,8","O Conciso é a nossa interpretação de um Dão fino e elegante, um vinho que mostra todo o potencial e carácter de uma vinha muito velha.  Esta vinha centenária, plantada em solo de granito e virada a Este, na encosta da Serra da Estrela, tem castas misturadas onde a Baga e o Jaen são predominantes.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-niepoort-conciso-biologico-2022-75-cl/item_64955.html?id=202&cat=254&pc=14,https://www.garrafeirasoares.pt/temp/1760226353_df5a9db7fdd2ff2ad43c3356d0384315.jpg,2040043,False,Garrafeira Soares,2025-10-13T19:38:05.599652
RAVASQUEIRA TINTO,Vinho Tinto Ravasqueira Seleção 75 Cl,MONTE DA RAVASQUEIRA,100,0,ALENTEJO,"5,49",,TINTO,"Touriga Nacional, Aragonês, Syrah, Alicante Bouschet","13,5","Feito a partir das castas Touriga Nacional (25%), Aragonês (25%), Syrah (25%) e Alicante Bouschet (25%). 20% do lote estagiou em madeira, complementando o seu perfil varietal com uma textura e riqueza únicas. Idealizado para ser especialmente gastronómico, pela sua concentração e prolongamento na prova.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-ravasqueira-selecao-75-cl/item_9998.html?id=202&cat=254&pc=14,https://www.garrafeirasoares.pt/temp/1710521451_dfe6186751f4c9a089260bbe7fb02d2b.jpg,2012201,False,Garrafeira Soares,2025-10-13T19:38:05.599867
VILA MOR TINTO,Vinho Tinto Vila Mor 75 Cl,CASA RESTOLHO,100,0,LISBOA,"1,95",,TINTO,"Trincadeira, Aragonez, Syrah",13,"Vila Mor, vinho tinto desenvolvido a partir de uma criteriosa seleção das melhores uvas.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-vila-mor-75-cl/item_9198.html?id=202&cat=254&pc=14,https://www.garrafeirasoares.pt/temp/1563812044_0cd72e3af2bdd9ced87fac9203ab7e83.jpg,2000100,False,Garrafeira Soares,2025-10-13T19:38:05.600029
CEF CABERNET SAUVIGNON TINTO,Vinho Tinto Cef Cabernet Sauvignon 75 Cl,CASA ERMELINDA FREITAS,100,0,SETÚBAL,"9,95",,TINTO,Cabernet Sauvignon,14,"Varietais casa ermelinda freitas são um Verdadeiro arco-íris de sensações. São vinhos diferenciadores, com personalidades marcantes  e que combinam a tipicidade e especificidade de cada casta a uma imagem forte e moderna. Entre eles encontram-se: Alicante Bouschet, Cabernet Sauvignon, Petit Verdot, Merlot, Touriga Franca, Touriga Nacional, Trincadeira, Syrah, Sauvigon Blanc, Sauvignon Blanc & Verdelho.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-cef-cabernet-sauvignon-75-cl/item_10191.html?id=202&cat=254&pc=14,https://www.garrafeirasoares.pt/temp/1619112450_6ac00d852961f5dbd7dc7b238316c41b.jpg,2030372,False,Garrafeira Soares,2025-10-13T19:38:05.600160
PORCA MURÇA RESERVA TINTO,Vinho Tinto Porca Murça Reserva 75 Cl,REAL COMPANHIA VELHA,100,0,DOURO,"8,49",,TINTO,"Vinhas Velhas, Touriga Nacional, Touriga Franca",14,"Porca de Murça é a marca líder do Douro, tendo celebrado em 2013, os seus 85 anos de existência, tornando-se assim numa das mais antigas marcas de Portugal. A marca foi criada a partir de uma lenda originária da Vila de Murça no Alto Douro Vinhateiro. Em 1998 a Companhia decidiu lançar um reserva para celebrar o sucesso da marca e para responder à crescente procura de vinhos exclusivos de alta qualidade. Produzido a partir de castas tradicionais da Região, o Porca de Murça Reserva Tinto, express...",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-porca-murca-reserva-75-cl/item_10323.html?id=202&cat=254&pc=14,https://www.garrafeirasoares.pt/temp/1624266117_f970ff36d098d7c174fa2fa89c43cbbe.jpg,2053011,False,Garrafeira Soares,2025-10-13T19:38:05.600307
QUINTA NOVA TERROIR BLEND RESERVA TINTO,Vinho Tinto Quinta Nova Reserva Terroir Blend 2023 75 Cl,QUINTA NOVA,100,2021,DOURO,"17,49",,TINTO,"Touriga Franca, Touriga Nacional, Tinta Roriz",14,"A Quinta Nova de Nossa Senhora do Carmo é um local de extrema beleza, no coração do Douro, e propriedade da família Amorim desde 1999.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-quinta-nova-reserva-terroir-blend-2023-75-cl/item_10440.html?id=202&cat=254&pc=14,https://www.garrafeirasoares.pt/temp/1683794873_dee0e135350fe522cd9a96ec0656de74.jpg,2059221,False,Garrafeira Soares,2025-10-13T19:38:05.600448
TIAGO CABAÇO VINHAS VELHAS TINTO,Vinho Tinto Tiago Cabaço Vinhas Velhas 75 Cl,TIAGO CABAÇO,100,0,ALENTEJO,"12,95",,TINTO,"Aragonez, Trincadeira, Alicante Bouschet",15,"Foi das nossas vinhas mais velhas, plantadas na região de Estremoz, que selecionamos as melhores uvas das castas tradicionais do Alentejo.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-tiago-cabaco-vinhas-velhas-75-cl/item_9974.html?id=202&cat=254&pc=14,https://www.garrafeirasoares.pt/temp/1705686130_dc8ad65a799c87c071e331421e8ca22f.jpg,2011621,False,Garrafeira Soares,2025-10-13T19:38:05.602567
TRINCA BOLOTAS TINTO,Vinho Tinto Trinca Bolotas 75 Cl,HERDADE DO PESO,100,0,ALENTEJO,"6,49",,TINTO,"Alicante Bouschet, Touriga Nacional, Aragonês",14,"Passeando livremente nos montados, onde se alimenta preferencialmente de bolotas, o porco alentejano, espécie autóctone portuguesa, é o único sobrevivente dos suínos de pastoreio na Europa. Pela forma como marca a paisagem e preserva o bosque mediterrânico da região, é património do Alentejo. É também um tesouro gastronómico, desde sempre presente na cozinha local, e um convite ao prazer. Ao associá-lo a este vinho, combinamos à mesa dois símbolos maiores do Alentejo.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-trinca-bolotas-75-cl/item_10039.html?id=202&cat=254&pc=14,https://www.garrafeirasoares.pt/temp/1594984771_f47478707a7d1a5abea445771d296aaa.jpg,2014031,False,Garrafeira Soares,2025-10-13T19:38:05.602724
VIDIGUEIRA TINTO,Vinho Tinto Vidigueira 75 Cl,ADEGA VIDIGUEIRA,100,0,ALENTEJO,"3,49",,TINTO,"Trincadeira, Aragonês, Alicante Bouschet","14,5","Intimamente envolvidas, as três castas convidam à descoberta da Vidigueira, dos seus saberes e sabores.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-vidigueira-75-cl/item_9959.html?id=202&cat=254&pc=14,https://www.garrafeirasoares.pt/temp/1619112444_4c95274c0b8bedee07834b1f3fb65dad.jpg,2011021,False,Garrafeira Soares,2025-10-13T19:38:05.602882
AETERNUS TINTO,Vinho Tinto Aeternus 2019 75 Cl,QUINTA NOVA,100,2019,DOURO,179,,TINTO,Vinhas velhas,"14,5","O AETERNUS entre o classicismo da região, a sofisticação do carácter e a longevidade iminente, podemos afirmar que é um vinho único! Pleno de energia, carregado de história, moldado pelo sentimento Uma homenagem! Das sólidas rochas de xisto do Douro extraímos o melhor! Com ajuda de castas indígenas conjugada com a idade centenária das videiras, juntando a perseverança do ser humano, e a vontade de criar, conseguimos neste a solidez, a tenacidade e a bondade dos vinhos que duram para sempre!",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-tinto-aeternus-2019-75-cl/item_12536.html?id=202&cat=254&pc=14,https://www.garrafeirasoares.pt/temp/1696850559_366f2f6c7498d562c342bc7b00479ed8.jpg,2059442,False,Garrafeira Soares,2025-10-13T19:38:05.603023
ARINTO DA MALHADINHA 'VINHA DO OLIVAL' BRANCO,Vinho Branco Arinto Da Malhadinha 'Vinha Do Olival' 2022,HERDADE DA MALHADINHA NOVA,100,2022,ALENTEJO,22,,BRANCO,Arinto,12,"A Herdade da Malhadinha Nova nasceu de um sonho... o sonho de produzir um grande vinho, de produzir o melhor vinho do mundo.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-arinto-da-malhadinha-vinha-do-olival-2022/item_64374.html?id=203&cat=254&pc=14,https://www.garrafeirasoares.pt/temp/1701796075_69d4f3680dbdf8954cdf7b8e4c106eaf.jpg,2229343,False,Garrafeira Soares,2025-10-13T19:38:06.828902
JOYA BRANCO,Vinho Branco Joya 75 Cl,CASA SANTOS LIMA,100,0,LISBOA,"3,29",,BRANCO,"Arinto, Fernão Pires, Moscatel","12,5","Desengace total seguido de esmagamento e prensagem, com o uso de maceração pelicular e bica aberta. Fermentação com sistemas de controlo de temperatura entre os 16.ºC - 18.º C.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-joya-75-cl/item_10692.html?id=203&cat=254&pc=14,https://www.garrafeirasoares.pt/temp/1587728739_5de86b863b4bab10b448c6cc392e92bd.jpg,2234231,False,Garrafeira Soares,2025-10-13T19:38:06.829084
REDOMA BRANCO,Vinho Branco Redoma 2024 75 Cl,NIEPOORT,100,2024,DOURO,"18,95",,BRANCO,"Rabigato, Códega, Donzelinho, Viosinho, Arinto",12,,https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-redoma-2024-75-cl/item_10786.html?id=203&cat=254&pc=14,https://www.garrafeirasoares.pt/temp/1744386656_53b0ba9684d7189aa1d2986e41abb076.jpg,2258021,False,Garrafeira Soares,2025-10-13T19:38:06.829238
Y14 BRANCO,Vinho Branco Y14 75 Cl,SERENADA,100,0,SETÚBAL,"23,95",,BRANCO,Curtimenta,12,"Y14  Código do artigo rústico da Serenada que se situa na encosta marítima da Serra de Grândola. Grauvaque-Rocha Sedimentar predominante na Serenada, que contribui para a distinção e singularidade dos seus vinhos.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-y14-75-cl/item_61979.html?id=203&cat=254&pc=14,https://www.garrafeirasoares.pt/temp/1668672288_d8a0f4e792769f7a3a54f4061967717f.jpg,2230831,False,Garrafeira Soares,2025-10-13T19:38:06.829366
FONTE DAS SETAS BRANCO,Vinho Rose Fonte das Setas 75 Cl,QUINTA SÃO SEBASTIÃO,100,0,LISBOA,"3,49",,BRANCO,"Syrah, Touriga Nacional, Castelão",12,Vinhas maioritariamente de encosta ao alto. Ligeira maceração seguida de fermentação em bica aberta a 12ºC.,https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-rose-fonte-das-setas-75-cl/item_13114.html?id=203&cat=254&pc=14,https://www.garrafeirasoares.pt/temp/1646907233_bcfea6f20f714b335e6711cd5b002560.jpg,2434601,False,Garrafeira Soares,2025-10-13T19:38:06.829508
BOMBEIRA GUADIANA CHARDONNAY BRANCO,Vinho Branco Bombeira Guadiana Chardonnay 75 Cl,HERDADE DA BOMBEIRA,100,0,ALENTEJO,"8,49",,BRANCO,Chardonnay,"12,2",,https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-bombeira-guadiana-chardonnay-75-cl/item_62138.html?id=203&cat=254&pc=14,https://www.garrafeirasoares.pt/temp/1624526293_4fda2302ade8b470bc32f77687923756.jpg,2215315,False,Garrafeira Soares,2025-10-13T19:38:06.829641
BOTAO VINHA DAS LAMAS BRANCO,Vinho Branco Botao Vinha das Lamas 2023 75 Cl,"LOPES & GONZALEZ, VINES AND WINES",100,2023,BAIRRADA,"13,95",,BRANCO,"Cercial, Bical, Maria Gomes",13,"A Lopes & Gonzalez nasceu da ambição de fazer vinhos autênticos, com pouca intervenção e que reflictam o local onde as vinhas estão plantadas. Acreditamos que a Bairrada é uma das regiões vitivinícolas mais nobres de Portugal e queremos usar todo o seu potencial para produzir vinhos elegantes e frescos para tentar mudar a percepção negativa que, ainda e infelizmente, existe em relação aos vinhos desta região.",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-botao-vinha-das-lamas-2023-75-cl/item_126061.html?id=203&cat=254&pc=14,https://www.garrafeirasoares.pt/temp/1758271019_3f2b8d8ce7fd7020e989c34cd579350b.jpg,2236302,False,Garrafeira Soares,2025-10-13T19:38:06.829775
CASA SANTOS LIMA CHARDONNAY BRANCO,Vinho Branco Casa Santos Lima Chardonnay 75 Cl,CASA SANTOS LIMA,100,0,LISBOA,"5,95",,BRANCO,Chardonnay,"12,5",Desengace total seguido de esmagamento e prensagem. Fermentação com sistemas de controlo de temperatura entre os 16.ºC - 18.º C.,https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-casa-santos-lima-chardonnay-75-cl/item_10693.html?id=203&cat=254&pc=14,https://www.garrafeirasoares.pt/temp/1617808666_68afaba9fbd2eb50ab0645250bad13f9.jpg,2234240,False,Garrafeira Soares,2025-10-13T19:38:06.829904
CASA SANTOS LIMA PINOT GRIS BRANCO,Vinho Branco Casa Santos Lima Pinot Gris 75 Cl,CASA SANTOS LIMA,100,0,LISBOA,"5,95",,BRANCO,Pinot Gris,"12,5",Criado a partir da nossa melhor seleção das uvas da casta Pinot Gris. As uvas foram sujeitas a um processo de desengace total seguido de esmagamento e prensagem. A fermentação é feita em depósitos de aço-inox com sistemas de controlo de temperatura entre os 10.ºC - 12.º C.,https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-branco-casa-santos-lima-pinot-gris-75-cl/item_10696.html?id=203&cat=254&pc=14,https://www.garrafeirasoares.pt/temp/1617808667_2eb30aedd72b96a846a3df7f1f7ec1ef.jpg,2234243,False,Garrafeira Soares,2025-10-13T19:38:06.830024
VINHA DO CONDE ROSÉ,Vinho Rose Vinha Do Conde 75 Cl,HERDADE PAÇO DO CONDE,100,0,ALENTEJO,"3,95",,ROSÉ,Touriga Nacional; Aragonês,13,,https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-rose-vinha-do-conde-75-cl/item_12033.html?id=204&cat=254&pc=13,https://www.garrafeirasoares.pt/temp/1713544447_073a0045d30ed70c66da6a9843bdf7cf.jpg,2416031,False,Garrafeira Soares,2025-10-13T19:38:08.468278
ENCOSTAS ENXOE ROSÉ,Vinho Rose Encostas Enxoe 75 Cl,FAMÍLIA MARGAÇA,100,0,ALENTEJO,"4,49",,ROSÉ,"Alfrocheiro, Syrah","12,8",,https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-rose-encostas-enxoe-75-cl/item_56560.html?id=204&cat=254&pc=13,https://www.garrafeirasoares.pt/temp/1687369119_80f70aee982f59e0474ef78718965ba7.jpg,2416681,False,Garrafeira Soares,2025-10-13T19:38:08.468538
EUGÉNIO DE ALMEIDA ROSÉ,Vinho Rosé Eugénio De Almeida 75 Cl,FUNDAÇÃO EUGÉNIO DE ALMEIDA,100,0,ALENTEJO,"4,59",,ROSÉ,"Syrah, Touriga Nacional, Castelão",12,"Produzido a partir das castas Grenache, Touriga Nacional e Syrah, plantadas nas vinhas da Fundação Eugénio de Almeida. Quando as uvas atingem o estado de maturação ideal são colhidas e transportadas para a adega, onde se inicia o processo tecnológico com desengace total e ligeiro esmagamento, arrefecimento, pequena maceração pré-fermentativa e clarificação do mosto. A fermentação ocorre em depósitos de aço inox a temperatura controlada de 16ºC. Após a fermentação procede-se a filtrações, loteame...",https://www.garrafeirasoares.pt/pt/portugal/vinhos/vinho-rose-eugenio-de-almeida-75-cl/item_9504.html?id=204&cat=254&pc=13,https://www.garrafeirasoares.pt/temp/1563812182_d5bd0f37c476e8213159e87cd1f140a4.jpg,2417511,False,Garrafeira Soares,2025-10-13T19:38:08.468689
